user_id,min(time_stamp)
223040753,2013-11-12
223041259,2013-11-18
223042271,2013-12-03
223043283,2013-11-15
223044295,2013-11-13
223044801,2013-10-22
223045813,2013-10-11
223048343,2013-11-27
223048849,2013-11-14
223049355,2013-10-25
223049861,2014-12-31
223050367,2013-10-17
223050873,2013-10-18
223051379,2013-11-01
223052391,2013-10-29
223052897,2013-12-05
223053403,2013-10-31
223054415,2013-10-18
223054921,2013-12-02
223055933,2013-11-28
223056439,2013-10-21
223057451,2014-11-25
223057957,2013-10-16
223058463,2013-10-23
223058969,2013-12-03
223059981,2013-10-11
223060487,2013-11-11
223062005,2013-11-18
223062511,2013-11-14
223063017,2013-11-18
223063523,2013-10-10
223064535,2013-10-22
223065041,2013-11-19
223065547,2013-11-29
223066559,2013-10-31
223067065,2013-12-09
223067571,2013-10-22
223068077,2013-11-14
223068583,2013-12-05
223069089,2013-12-16
223069595,2013-11-07
223070101,2013-11-25
223071113,2013-10-07
223071619,2013-12-03
223072125,2013-10-11
223072631,2013-11-22
223073643,2013-11-11
223074149,2013-10-17
223074655,2013-12-06
223075161,2013-10-03
223075667,2013-12-12
223076173,2013-11-25
223077691,2013-11-12
223078197,2013-10-28
223078703,2013-12-09
223079209,2013-11-19
223079715,2013-12-04
223080727,2013-12-04
223081233,2013-11-14
223081739,2013-11-01
223082245,2013-10-16
223082751,2013-11-07
223083257,2014-10-23
223083763,2013-10-15
223084269,2013-11-26
223084775,2013-11-29
223085281,2013-11-05
223085787,2013-12-10
223086293,2013-11-29
223086799,2013-12-06
223087305,2013-11-11
223088317,2013-11-07
223088823,2013-11-13
223089329,2013-11-25
223089835,2013-12-02
223090847,2013-12-12
223091859,2013-10-15
223092871,2013-11-12
223093883,2013-12-04
223094895,2013-10-16
223095401,2013-11-14
223096413,2013-10-04
223096919,2013-12-09
223097425,2013-10-25
223097931,2013-11-12
223098943,2013-11-04
223099449,2013-10-18
223099955,2013-12-06
223100461,2013-11-04
223100967,2013-10-30
223101473,2013-10-28
223101979,2013-10-24
223102991,2013-11-28
223103497,2013-10-18
223104003,2013-11-29
223104509,2013-10-24
223105015,2013-10-04
223105521,2013-12-13
223107039,2013-11-01
223108051,2013-12-04
223109063,2013-10-30
223110581,2013-10-28
223111087,2013-11-14
223111593,2013-11-05
223113617,2013-10-22
223114123,2013-10-18
223114629,2013-10-17
223115641,2013-12-13
223116147,2013-12-05
223117665,2013-10-24
223118171,2013-11-06
223119183,2013-11-04
223119689,2013-11-12
223120701,2013-10-09
223121207,2013-11-18
223121713,2013-11-08
223122219,2013-12-11
223123231,2013-10-09
223123737,2013-10-25
223124749,2013-11-18
223125255,2013-12-16
223125761,2013-12-03
223126267,2013-11-18
223126773,2013-10-17
223127279,2013-11-19
223128291,2013-11-06
223129303,2013-11-27
223130315,2013-11-04
223130821,2013-10-14
223131327,2013-11-11
223131833,2013-12-06
223132339,2013-12-13
223132845,2013-12-06
223133351,2013-12-16
223133857,2013-12-05
223134363,2013-12-10
223134869,2013-10-18
223135375,2013-10-24
223135881,2013-10-24
223136893,2013-12-04
223137905,2013-10-21
223138917,2013-11-18
223140435,2013-11-21
223140941,2013-12-06
223141447,2013-12-06
223141953,2013-12-06
223142459,2013-12-05
223142965,2013-11-22
223143471,2013-10-03
223143977,2013-11-11
223144483,2013-10-15
223145495,2013-12-09
223147013,2014-10-30
223147519,2013-11-13
223148025,2013-10-21
223148531,2013-11-19
223149037,2013-12-06
223150555,2013-10-09
223151061,2013-10-08
223151567,2013-10-08
223152073,2013-11-27
223152579,2013-11-18
223153591,2013-10-08
223155109,2013-12-06
223155615,2013-11-19
223156121,2013-10-17
223156627,2013-11-19
223157639,2013-11-21
223158145,2013-10-23
223158651,2013-11-12
223159157,2013-12-16
223159663,2013-11-19
223160169,2013-12-09
223161181,2013-12-03
223161687,2013-12-10
223162193,2013-10-18
223162699,2013-11-01
223163205,2013-12-05
223163711,2013-11-08
223164723,2013-11-13
223165229,2013-12-18
223165735,2013-11-04
223166241,2013-10-16
223166747,2013-12-05
223167253,2013-11-13
223167759,2013-11-06
223168265,2013-12-05
223168771,2013-11-08
223169277,2013-10-14
223169783,2013-12-13
223170289,2013-10-29
223170795,2013-12-03
223171301,2013-11-07
223171807,2013-10-24
223172313,2013-11-01
223174337,2013-11-18
223175855,2013-12-04
223176867,2013-11-20
223177373,2013-11-01
223177879,2013-10-21
223178385,2013-10-22
223179397,2013-11-12
223179903,2013-10-11
223180409,2013-12-11
223180915,2013-12-06
223181421,2013-10-22
223182433,2013-11-25
223182939,2014-12-28
223183445,2013-12-11
223183951,2013-11-07
223184457,2013-11-04
223184963,2013-10-22
223185975,2013-11-19
223186481,2013-11-28
223187493,2013-11-08
223188505,2013-12-04
223189517,2013-11-26
223191035,2013-11-01
223191541,2013-12-18
223192047,2013-11-12
223193059,2013-11-11
223193565,2013-11-11
223194577,2013-12-04
223195083,2013-11-04
223195589,2013-12-09
223196095,2013-10-30
223196601,2013-12-16
223197107,2013-12-20
223197613,2013-11-01
223198119,2013-10-16
223198625,2013-12-03
223199131,2013-11-18
223199637,2013-12-17
223200143,2013-12-16
223201155,2013-12-13
223201661,2013-12-12
223202673,2013-12-18
223203685,2013-10-11
223204191,2013-11-25
223204697,2013-11-11
223205203,2013-10-31
223207227,2013-12-17
223207733,2013-10-30
223208239,2013-11-20
223208745,2013-11-08
223209251,2013-12-06
223209757,2013-12-06
223210263,2013-10-01
223210769,2013-12-17
223211275,2013-12-02
223211781,2013-10-21
223212793,2013-11-18
223213299,2013-12-19
223214311,2013-11-13
223214817,2013-12-11
223215323,2013-12-05
223215829,2013-12-04
223216335,2013-12-17
223217347,2013-12-06
223218359,2013-12-04
223218865,2013-11-01
223219877,2013-10-23
223220383,2013-10-03
223220889,2013-12-23
223221395,2013-12-04
223221901,2013-11-08
223222407,2013-12-02
223222913,2013-10-22
223223419,2013-12-17
223223925,2013-12-04
223224431,2013-12-03
223224937,2013-12-04
223225443,2013-11-21
223226455,2013-12-05
223227467,2013-10-07
223228479,2014-10-07
223228985,2013-10-04
223229997,2013-10-09
223230503,2013-10-15
223231515,2013-11-01
223232021,2013-11-01
223232527,2013-12-05
223233539,2013-11-04
223234045,2013-10-01
223234551,2013-11-18
223235057,2013-11-18
223235563,2013-12-06
223236069,2013-10-07
223236575,2013-12-23
223237081,2013-11-15
223237587,2013-12-18
223238599,2013-11-15
223239105,2013-11-29
223239611,2013-11-15
223240117,2013-11-07
223241129,2013-12-10
223241635,2013-11-04
223242647,2013-10-04
223243153,2013-11-18
223243659,2013-12-09
223244165,2013-11-13
223244671,2013-11-18
223245683,2013-11-21
223246189,2013-10-18
223246695,2013-11-05
223247201,2013-11-01
223247707,2013-11-13
223248213,2013-12-11
223248719,2013-11-01
223249225,2013-11-13
223250237,2013-11-18
223251249,2013-11-18
223251755,2013-10-08
223252261,2013-11-21
223252767,2013-12-04
223253273,2013-12-09
223253779,2013-11-28
223254285,2013-10-11
223254791,2013-11-18
223255297,2013-12-04
223255803,2013-12-04
223256309,2013-11-06
223256815,2013-11-13
223257321,2013-11-18
223257827,2013-12-04
223258333,2013-11-18
223258839,2013-11-28
223259345,2013-11-01
223259851,2013-10-21
223260357,2013-10-11
223260863,2013-11-15
223261875,2013-11-12
223262381,2013-12-04
223262887,2013-11-28
223263393,2013-12-06
223263899,2013-12-06
223264405,2013-12-17
223264911,2013-10-22
223265417,2013-10-24
223265923,2013-12-19
223266429,2013-10-15
223266935,2013-11-13
223267441,2013-10-31
223267947,2013-12-04
223268453,2013-11-14
223268959,2013-11-19
223269465,2013-11-05
223269971,2013-11-01
223270477,2013-11-08
223270983,2013-10-22
223271489,2013-12-09
223271995,2013-12-12
223273007,2013-10-23
223273513,2013-10-31
223274019,2013-11-06
223274525,2013-11-27
223275031,2013-11-26
223275537,2013-11-01
223276043,2013-11-15
223276549,2013-11-12
223278067,2013-10-01
223278573,2013-11-20
223279079,2013-11-01
223279585,2013-12-16
223280091,2013-12-04
223280597,2013-11-07
223281103,2013-10-17
223281609,2013-11-26
223282115,2013-12-11
223282621,2013-11-14
223283127,2013-11-08
223284139,2013-10-31
223285151,2013-12-13
223285657,2013-12-03
223286163,2013-11-11
223286669,2013-11-13
223287175,2013-11-12
223287681,2013-11-21
223288187,2013-12-19
223288693,2013-11-26
223289199,2013-12-06
223289705,2013-12-06
223290211,2013-12-10
223291223,2013-11-04
223291729,2013-10-18
223292235,2013-12-09
223292741,2013-12-02
223293247,2013-10-30
223293753,2013-11-12
223294259,2013-10-21
223294765,2013-11-15
223295271,2013-12-11
223295777,2013-10-22
223296283,2013-12-10
223297295,2013-10-18
223298307,2013-10-17
223298813,2013-11-14
223299319,2013-10-24
223299825,2013-11-25
223300837,2013-11-01
223301343,2013-11-01
223301849,2013-11-22
223302355,2013-11-26
223302861,2013-10-14
223303367,2013-11-26
223304379,2013-11-19
223305391,2013-11-20
223305897,2013-12-17
223306403,2013-11-06
223307415,2013-12-04
223307921,2013-12-11
223308427,2013-10-17
223309945,2013-12-06
223310451,2013-11-25
223310957,2013-12-18
223311463,2013-11-14
223312981,2013-10-18
223313487,2013-10-15
223314499,2013-11-15
223315005,2013-12-04
223315511,2013-12-09
223316017,2013-10-30
223316523,2013-12-10
223317029,2013-12-16
223317535,2013-12-02
223318041,2013-11-01
223319053,2013-11-15
223319559,2013-12-04
223320065,2013-10-22
223320571,2013-12-02
223321077,2013-11-15
223321583,2013-11-18
223322089,2013-11-25
223322595,2013-10-25
223323101,2013-10-22
223323607,2013-11-01
223324619,2013-12-04
223325125,2013-11-04
223325631,2013-10-04
223326137,2013-11-29
223326643,2013-10-18
223327149,2013-11-21
223328161,2013-10-23
223328667,2013-11-13
223329679,2013-10-25
223330185,2013-11-01
223330691,2013-11-18
223331197,2013-11-28
223332209,2013-12-09
223332715,2013-12-05
223333221,2013-10-31
223334233,2013-10-29
223335245,2013-11-11
223335751,2013-10-21
223336257,2013-10-17
223336763,2013-12-17
223337269,2013-11-19
223337775,2013-10-30
223339293,2013-11-13
223340811,2013-11-29
223341317,2013-12-17
223341823,2013-12-19
223342329,2013-10-14
223342835,2013-11-29
223343341,2013-12-04
223343847,2013-10-04
223344353,2013-11-04
223344859,2013-11-29
223345365,2013-11-26
223345871,2013-11-18
223346377,2013-12-05
223346883,2013-12-11
223347389,2013-11-13
223347895,2013-12-11
223348401,2013-11-27
223348907,2013-10-29
223349413,2013-10-17
223349919,2013-11-14
223350425,2013-12-18
223350931,2013-10-25
223351943,2013-11-04
223352449,2013-12-01
223352955,2013-10-15
223353461,2013-10-22
223353967,2013-12-09
223354473,2013-12-06
223354979,2013-11-08
223355485,2013-12-09
223355991,2013-11-08
223356497,2013-10-30
223357003,2013-11-06
223357509,2013-12-04
223358015,2013-12-23
223358521,2013-11-19
223359533,2013-10-24
223360039,2013-11-21
223360545,2013-10-22
223361051,2013-12-17
223361557,2013-10-01
223362063,2013-12-23
223362569,2013-10-31
223363581,2013-12-05
223364593,2013-11-25
223366111,2013-12-19
223366617,2013-12-02
223367123,2013-12-19
223367629,2013-12-17
223368135,2013-11-21
223368641,2013-10-16
223369147,2013-11-08
223369653,2013-10-21
223370159,2013-12-12
223370665,2013-11-13
223371171,2013-11-14
223371677,2013-12-13
223372183,2013-10-22
223372689,2013-11-27
223373195,2013-10-24
223374207,2013-11-08
223374713,2013-12-03
223375725,2013-10-02
223376231,2013-10-21
223377243,2013-10-31
223377749,2013-12-17
223378255,2013-11-15
223378761,2013-11-20
223379267,2013-10-04
223379773,2013-10-31
223380785,2013-10-29
223381291,2013-12-04
223382303,2013-11-29
223382809,2013-10-08
223383315,2013-12-09
223383821,2013-11-06
223384327,2013-10-31
223384833,2013-10-24
223385845,2013-12-06
223386351,2013-10-18
223386857,2013-12-06
223387363,2013-12-16
223387869,2013-12-03
223388375,2013-12-05
223390399,2013-11-01
223390905,2013-12-17
223391411,2013-12-17
223391917,2013-11-13
223392423,2013-10-09
223392929,2013-11-15
223393941,2013-12-09
223394447,2013-10-09
223394953,2013-10-03
223395459,2013-12-13
223396471,2013-11-19
223396977,2013-11-04
223397483,2013-11-08
223398495,2013-12-03
223399507,2013-10-16
223400013,2013-12-19
223400519,2013-12-23
223401531,2013-11-29
223402543,2013-11-29
223403049,2013-11-25
223404061,2013-12-28
223404567,2013-12-23
223405073,2013-10-14
223405579,2013-10-08
223406085,2013-11-08
223406591,2013-11-18
223407097,2013-12-16
223407603,2013-12-11
223408109,2013-11-06
223408615,2013-11-25
223410133,2013-12-03
223410639,2013-11-06
223411145,2013-10-31
223412663,2013-11-19
223413169,2013-11-20
223413675,2013-11-19
223414181,2013-11-25
223414687,2013-12-10
223415193,2013-11-06
223415699,2013-12-19
223416205,2013-11-01
223416711,2013-10-07
223417217,2013-10-15
223418229,2013-11-25
223419241,2013-12-06
223420253,2013-11-29
223421771,2013-11-22
223423289,2013-11-06
223424301,2013-10-24
223424807,2013-12-05
223425313,2013-12-03
223426325,2013-11-11
223426831,2013-10-07
223427337,2013-11-25
223427843,2013-11-07
223428855,2013-12-23
223429867,2013-11-07
223430373,2013-12-13
223432903,2013-12-19
223433409,2013-11-05
223434421,2013-10-29
223434927,2013-11-04
223435433,2013-11-26
223436445,2013-10-18
223436951,2013-10-21
223437457,2013-11-11
223437963,2013-12-03
223438469,2013-12-06
223439987,2013-11-19
223440493,2013-11-12
223440999,2013-11-19
223441505,2013-12-17
223442517,2013-11-01
223443529,2013-10-31
223445047,2013-10-21
223445553,2013-12-03
223446059,2013-11-06
223446565,2013-12-30
223447071,2013-11-15
223448083,2013-12-09
223449095,2013-12-04
223449601,2013-12-04
223450107,2013-10-11
223451119,2013-12-06
223451625,2013-11-26
223452131,2013-12-04
223452637,2013-11-04
223453143,2013-10-16
223453649,2013-12-30
223454155,2013-12-16
223454661,2013-12-17
223455673,2013-11-18
223456179,2013-12-03
223456685,2013-12-10
223457191,2013-12-27
223457697,2013-10-18
223458203,2013-10-30
223459215,2013-11-01
223459721,2013-10-15
223460227,2013-10-11
223461239,2013-12-19
223461745,2013-12-09
223463263,2013-10-24
223463769,2013-11-06
223464275,2013-10-11
223464781,2013-12-23
223465287,2013-12-17
223466299,2013-11-15
223466805,2013-11-22
223467311,2013-12-05
223468829,2013-10-21
223469335,2013-11-29
223470347,2013-10-15
223470853,2013-11-04
223471359,2013-12-14
223471865,2013-10-01
223472371,2013-12-17
223472877,2013-12-18
223473383,2013-11-29
223473889,2014-10-06
223474395,2013-11-13
223474901,2013-11-06
223475407,2013-10-15
223475913,2013-11-13
223476419,2013-11-14
223477431,2013-11-27
223477937,2013-10-21
223478443,2013-12-16
223478949,2013-12-04
223480973,2013-12-12
223481479,2013-11-13
223481985,2013-11-05
223482491,2013-10-30
223482997,2013-11-14
223483503,2013-11-19
223484009,2013-11-13
223485021,2013-12-11
223485527,2013-11-19
223486033,2013-11-20
223486539,2013-11-06
223487045,2013-12-30
223488057,2013-10-23
223488563,2013-12-19
223489069,2013-10-03
223489575,2013-12-19
223490081,2013-12-12
223490587,2013-12-17
223491093,2013-12-12
223491599,2013-12-26
223492105,2013-11-14
223492611,2013-10-25
223493623,2013-10-16
223494635,2013-11-08
223495141,2013-10-11
223495647,2013-11-29
223496659,2013-12-06
223497671,2013-11-27
223498177,2013-12-17
223498683,2013-11-14
223499189,2013-11-18
223501213,2013-12-10
223501719,2013-10-25
223502225,2013-10-21
223502731,2013-12-02
223503237,2013-12-17
223503743,2013-10-02
223504249,2013-10-11
223505767,2013-12-18
223506273,2013-11-19
223507791,2013-12-30
223509309,2013-11-05
223510827,2013-12-09
223511333,2013-10-31
223512345,2013-12-06
223512851,2013-12-19
223513357,2013-11-21
223513863,2013-12-05
223515381,2013-11-15
223515887,2013-12-12
223516393,2013-11-08
223517405,2013-12-17
223517911,2013-11-18
223518417,2013-12-26
223518923,2013-12-13
223519429,2013-10-09
223519935,2013-10-09
223520441,2013-12-04
223521453,2013-12-31
223521959,2013-11-15
223522465,2013-12-17
223522971,2013-12-17
223523477,2013-12-05
223523983,2013-11-04
223524489,2013-12-23
223525501,2013-10-07
223526513,2013-10-23
223527019,2013-12-12
223527525,2013-10-29
223528031,2013-11-22
223528537,2013-10-09
223529549,2013-12-05
223530055,2013-11-08
223530561,2013-10-30
223531067,2014-12-19
223531573,2013-10-23
223532079,2013-12-19
223532585,2013-11-04
223533091,2013-12-20
223534609,2014-11-07
223535115,2013-11-26
223535621,2013-11-13
223536633,2013-11-12
223538151,2013-12-05
223539669,2013-10-31
223540175,2013-10-08
223540681,2013-12-24
223544223,2013-11-04
223545741,2013-12-09
223546247,2013-12-10
223546753,2013-11-14
223547259,2013-11-19
223547765,2013-11-20
223548777,2013-12-31
223549283,2013-11-01
223549789,2013-12-03
223550295,2013-11-01
223551307,2013-11-04
223551813,2013-12-09
223552825,2013-12-05
223553837,2013-12-04
223554849,2013-10-30
223557379,2013-12-26
223557885,2013-11-25
223559403,2013-12-17
223560921,2013-11-01
223561427,2013-12-16
223561933,2013-11-19
223562439,2013-11-11
223562945,2013-11-25
223563451,2013-12-04
223563957,2013-12-23
223564969,2013-11-21
223565981,2013-12-13
223566487,2013-11-11
223567499,2014-11-07
223568005,2013-11-19
223569523,2013-10-24
223571547,2013-11-19
223572053,2013-10-23
223573065,2014-10-10
223574077,2013-11-15
223574583,2013-12-17
223575595,2013-10-31
223577113,2013-10-31
223578125,2013-11-25
223578631,2013-11-26
223579137,2013-10-23
223579643,2013-10-04
223580149,2013-12-13
223580655,2013-12-31
223581667,2013-10-29
223582173,2013-10-21
223583185,2013-10-11
223583691,2013-10-29
223584703,2013-10-29
223586221,2013-11-21
223586727,2013-11-14
223587233,2013-11-06
223587739,2013-11-25
223588245,2013-11-21
223589257,2013-10-04
223589763,2013-12-06
223590269,2013-11-14
223591787,2013-11-18
223592799,2013-11-08
223593811,2013-10-28
223595329,2013-10-31
223596847,2013-12-03
223597353,2013-11-04
223597859,2013-12-23
223599377,2013-11-08
223600389,2013-10-31
223602413,2013-11-18
223603931,2013-11-14
223604437,2013-11-12
223604943,2013-10-11
223606461,2013-12-19
223608485,2013-10-31
223608991,2013-11-26
223609497,2013-12-05
223610509,2013-10-31
223611015,2013-10-24
223612027,2013-11-06
223612533,2013-11-06
223613039,2013-12-27
223614051,2013-12-06
223614557,2013-12-16
223615063,2013-10-03
223615569,2013-12-18
223616075,2013-11-08
223618099,2013-11-15
223618605,2013-10-02
223620123,2013-10-31
223622653,2013-11-20
223623665,2013-12-06
223624171,2013-10-14
223624677,2013-11-26
223625689,2013-10-31
223628219,2013-11-25
223628725,2013-12-09
223629737,2013-10-24
223630243,2013-12-12
223630749,2013-10-16
223632773,2013-11-08
223633279,2013-11-13
223633785,2014-10-24
223634291,2013-12-17
223634797,2013-11-11
223635303,2013-12-18
223635809,2013-12-18
223636315,2014-12-12
223637327,2013-10-08
223638845,2013-10-21
223639351,2013-11-08
223642387,2013-11-13
223643905,2013-10-30
223644411,2014-11-03
223645423,2013-11-04
223645929,2013-10-30
223646435,2013-11-15
223646941,2013-12-12
223647953,2013-11-11
223648459,2013-12-04
223648965,2013-12-03
223649471,2013-11-13
223649977,2013-10-17
223650989,2013-12-17
223651495,2013-12-17
223652001,2013-10-28
223654025,2013-11-07
223655037,2013-12-10
223656049,2013-11-12
223656555,2013-12-03
223657061,2013-10-30
223657567,2013-11-06
223659085,2013-12-09
223659591,2013-11-25
223660603,2014-10-28
223661109,2013-11-29
223661615,2013-11-26
223662121,2013-12-18
223662627,2013-11-13
223663133,2013-12-27
223664145,2013-10-24
223665663,2013-10-25
223666169,2013-10-30
223667687,2013-12-10
223668699,2014-10-13
223670217,2013-11-14
223671735,2013-10-10
223674265,2013-12-05
223676795,2014-12-15
223678819,2013-12-03
223679325,2013-11-26
223679831,2014-12-19
223681855,2014-10-09
223682361,2014-12-30
223683373,2013-10-15
223684385,2013-10-15
223684891,2013-11-13
223685397,2013-10-31
223685903,2013-11-06
223687927,2013-10-04
223688939,2013-11-13
223689445,2013-12-18
223690457,2013-11-12
223690963,2013-11-29
223692481,2013-12-30
223692987,2014-10-14
223693999,2013-11-04
223694505,2013-11-01
223695011,2013-11-13
223695517,2013-10-04
223700071,2013-10-30
223702095,2013-12-13
223703613,2013-12-16
223704625,2013-10-24
223705131,2013-11-25
223707155,2013-11-04
223708167,2013-10-23
223708673,2013-12-12
223709685,2013-11-22
223710697,2013-11-04
223712215,2013-12-04
223712721,2013-11-04
223713227,2013-11-20
223715251,2013-12-19
223716769,2013-12-04
223717275,2013-10-01
223720311,2013-11-27
223720817,2013-10-30
223721829,2013-11-04
223722335,2013-11-12
223722841,2013-12-17
223724865,2013-12-10
223725371,2013-12-02
223725877,2013-12-19
223727395,2013-12-04
223728913,2013-12-05
223729419,2013-11-13
223729925,2013-10-09
223732961,2013-10-31
223733467,2013-12-18
223733973,2013-11-12
223734479,2013-11-01
223735491,2013-11-12
223735997,2013-11-13
223737009,2014-10-24
223739539,2013-10-11
223740045,2013-10-08
223740551,2013-12-13
223741057,2013-12-30
223742575,2013-12-17
223744093,2013-12-17
223744599,2013-11-19
223745611,2013-10-31
223746117,2013-12-26
223747635,2013-12-10
223750165,2013-11-14
223752189,2013-10-03
223753201,2013-12-10
223753707,2013-11-22
223756237,2013-12-30
223757249,2013-10-21
223759779,2013-11-04
223761297,2013-10-09
223763321,2013-12-27
223763827,2013-12-17
223765345,2013-11-06
223765851,2014-10-23
223766357,2013-12-06
223766863,2013-12-26
223768381,2013-11-01
223768887,2013-10-22
223769899,2013-11-14
223770911,2013-11-15
223771417,2013-11-19
223772429,2013-11-12
223772935,2013-10-30
223774453,2014-10-28
223776477,2014-11-20
223776983,2013-10-30
223777995,2013-11-21
223780525,2013-12-17
223781031,2013-11-05
223782043,2013-11-18
223783055,2013-12-09
223783561,2013-11-14
223784067,2013-11-18
223785585,2013-10-16
223786091,2013-12-03
223786597,2013-11-21
223787609,2013-10-14
223788115,2014-11-13
223789127,2013-12-26
223789633,2013-11-13
223790139,2013-10-22
223790645,2013-11-13
223791657,2013-12-19
223793175,2013-12-10
223793681,2013-12-17
223795199,2013-11-01
223796211,2013-12-06
223797729,2013-11-19
223798235,2014-11-14
223800259,2013-11-11
223802283,2013-11-04
223802789,2013-12-26
223804307,2013-10-18
223805319,2013-12-11
223805825,2014-10-10
223806331,2014-11-04
223807343,2013-11-15
223807849,2013-12-06
223808355,2013-10-16
223808861,2013-12-17
223810379,2013-12-16
223810885,2013-12-13
223812909,2013-11-25
223813921,2013-12-04
223814933,2013-10-28
223816451,2013-10-23
223818981,2014-12-02
223819993,2013-12-19
223821511,2013-11-25
223822017,2013-12-05
223822523,2013-10-15
223825053,2013-10-18
223827077,2013-11-14
223827583,2013-12-06
223829101,2013-12-10
223831125,2013-12-23
223831631,2013-11-08
223833149,2013-12-18
223833655,2014-11-29
223834161,2013-10-30
223835679,2013-11-08
223838209,2013-10-28
223839221,2013-11-05
223839727,2013-11-13
223840739,2013-12-11
223842763,2013-11-25
223844281,2013-10-15
223846305,2013-12-18
223846811,2013-12-18
223847317,2013-12-06
223849341,2013-11-11
223849847,2013-12-19
223850353,2013-12-03
223852377,2014-10-24
223852883,2013-12-02
223853389,2013-12-09
223854907,2013-11-20
223855413,2013-12-17
223856425,2013-10-23
223856931,2013-10-24
223857437,2014-10-06
223858955,2013-10-23
223861991,2013-11-06
223863003,2013-12-26
223863509,2013-11-12
223864015,2013-12-23
223864521,2013-10-16
223866039,2013-10-03
223867051,2013-12-21
223867557,2013-10-21
223868063,2013-11-26
223870593,2013-11-19
223873123,2013-12-24
223874135,2013-10-31
223874641,2013-11-27
223875147,2013-12-06
223876159,2013-12-05
223879195,2013-10-08
223879701,2013-12-10
223885773,2013-11-21
223886785,2013-12-17
223887291,2014-12-02
223887797,2013-12-18
223888303,2013-12-30
223888809,2013-10-24
223890833,2013-11-14
223891845,2013-12-13
223893363,2013-11-28
223900953,2013-11-25
223902471,2013-12-19
223906013,2013-12-17
223908037,2013-11-08
223910061,2013-12-18
223913097,2013-11-01
223913603,2013-11-19
223914109,2013-10-23
223914615,2013-10-03
223916133,2013-11-01
223917145,2014-10-28
223918663,2014-12-01
223928783,2013-11-08
223929795,2013-11-21
223931819,2013-11-08
223933337,2013-10-18
223934855,2013-12-03
223937385,2013-11-14
223938397,2013-12-16
223940421,2013-12-06
223943457,2013-12-19
223945481,2013-12-04
223946493,2013-11-06
223948011,2013-10-29
223948517,2013-11-21
223951553,2013-12-19
223952565,2013-12-20
223956107,2013-12-03
223956613,2013-10-04
223957119,2013-11-06
223957625,2013-10-04
223958131,2013-12-18
223958637,2013-11-06
223959649,2013-12-04
223961167,2013-11-11
223964203,2014-12-03
223965215,2013-12-17
223968251,2014-11-17
223973311,2014-11-14
223973817,2013-11-11
223974323,2013-12-11
223974829,2013-10-30
223975335,2013-12-05
223976347,2013-10-31
223976853,2013-12-09
223979383,2013-12-17
223979889,2013-11-19
223985455,2013-11-08
223986973,2013-12-09
223987479,2013-12-19
223991021,2013-10-17
223994563,2013-12-09
223995575,2013-11-14
223996587,2013-12-02
223999117,2013-12-06
224000129,2013-10-30
224001141,2013-11-12
224003671,2013-12-10
224005695,2014-11-10
224007719,2013-11-14
224009743,2013-11-11
224010249,2013-11-19
224013791,2013-11-21
224014297,2013-10-15
224023911,2013-11-13
224026441,2013-11-18
224026947,2013-12-19
224028465,2013-11-08
224030489,2013-10-03
224032513,2014-10-02
224033019,2013-11-14
224033525,2013-12-27
224034537,2013-12-05
224039091,2013-11-13
224041115,2013-12-13
224044657,2013-11-15
224045669,2013-10-16
224046681,2013-12-02
224047693,2014-10-13
224049211,2013-10-24
224050223,2013-11-12
224050729,2013-11-11
224051235,2013-11-01
224054271,2013-12-06
224057813,2013-12-31
224061355,2014-12-09
224068945,2013-12-05
224070463,2013-12-05
224070969,2013-10-03
224072487,2013-10-29
224076029,2013-11-01
224078053,2013-11-12
224081089,2014-10-20
224082607,2013-11-01
224085137,2014-11-13
224086655,2014-11-11
224091715,2013-10-30
224092727,2013-11-13
224094245,2013-12-10
224100317,2013-11-06
224101835,2013-12-13
224103353,2014-11-10
224103859,2014-10-20
224104365,2013-12-03
224108919,2013-10-29
224109931,2013-11-19
224110943,2013-12-09
224118027,2013-11-13
224120051,2013-10-21
224122075,2013-12-03
224124099,2013-11-27
224125617,2013-12-16
224130677,2014-10-07
224131183,2013-11-27
224132701,2013-11-22
224134725,2013-11-01
224137761,2013-12-24
224138773,2013-12-06
224139279,2013-10-15
224139785,2013-10-03
224145351,2013-12-06
224145857,2013-12-09
224147881,2013-11-20
224149905,2013-11-11
224151423,2013-11-14
224172169,2014-11-28
224175205,2013-11-18
224180771,2013-12-10
224181277,2013-12-04
224182289,2013-11-13
224185325,2014-10-28
224185831,2013-10-15
224187855,2013-12-05
224188867,2013-12-19
224189879,2014-11-17
224190891,2013-12-24
224191903,2013-12-19
224198481,2013-11-21
224201517,2013-11-26
224202023,2013-11-12
224202529,2013-12-17
224203541,2013-12-30
224210625,2013-12-18
224212649,2013-10-18
224214167,2013-12-23
224216191,2013-11-18
224217203,2013-12-30
224219733,2013-12-05
224222263,2013-11-15
224222769,2013-11-20
224223781,2013-10-21
224225805,2013-11-18
224228841,2014-11-05
224229347,2013-10-31
224230865,2013-12-05
224235419,2014-10-23
224235925,2014-12-11
224239467,2013-12-19
224241997,2013-11-14
224242503,2013-12-06
224243009,2013-10-10
224243515,2013-10-18
224246551,2014-10-28
224248069,2013-10-15
224251105,2013-11-13
224251611,2014-10-21
224255153,2013-11-05
224257177,2013-11-05
224260213,2013-12-17
224260719,2013-10-15
224261225,2013-12-26
224265779,2013-11-18
224270839,2014-11-27
224271345,2014-11-06
224274887,2013-12-30
